ID,Artist,Song,BPM,Key,Notes,Key_Scalar
3458,The Avalanches,Frontier Psychiatrist,98,10A,BPM: 98.93,9
3459,The Avalanches,Frontier Psychiatrist,99,10A,"BPM: ~99; Mario Caldato Jr's 85% Remix; Bmin+25, some Amin+45, some Cmin+30",9
3460,Avril Lavigne,My Happy Ending,85,10A,BPM: 85/170,9
3461,BAAUER,REACHUPDONTSTOP,128,10A,Bdr; some Fmin,9
3462,"Baby Keem, Kendrick Lamar",range brothers pt2,133,10A,top of the morning,9
3463,BABYMETAL,KARATE,90,10A,"BPM: 90/180; Bphrdom, chorus is Gmaj",9
3464,"Babymorocco, Frost Children",SXC,135,10A,,9
3465,BAD OMENS,Like A Villain,155,10A,,9
3466,Baker Boy ft. Bernard Fanning,Wish You Well,118,10A,,9
3467,BANKS,Drowning,81,10A,BPM: 81/162,9
3468,BANKS,Gemini Feed,102,10A,,9
3469,Barbie The Movie,Dua Lipa - Dance The Night,110,10A,,9
3470,Barry Manilow,Who's Been Sleeping In My Bed,141,10A,BPM: ~141,9
3471,bbno$ & yung gravy,touch grass,120,10A,Bloc,9
3472,beabadoobee,Sorry,79,10A,BPM: 79/158,9
3473,The Beatles,Hey Bulldog,101,10A,BPM: ~101; verses are Bmx+15 then Amaj+15,9
3474,Bebe Rexha,I'm A Mess,97,10A,,9
3475,Beyoncé,VIRGO'S GROOVE pt2,108,10A,Bdr,9
3476,Beyoncé,JOLENE,106,10A,,9
3477,BICEP,ORCA,123,10A,inst,9
3478,"Big Sean ft. Drake, Kanye West",Blessings,119,10A,"way up, i feel blessed; Bharm, chorus vocals are min",9
3479,Big Time Rush,Big Time Rush,121,10A,,9
3480,Billie Eilish,Six Feet Under,136,10A,,9
3481,Billie Eilish,MyBoi,92,10A,TroyBoi Remix,9
3482,Billie Eilish,LUNCH,125,10A,,9
3483,Billie Eilish,CHIHORO,110,10A,,9
3484,Billie Eilish,THE DINER,125,10A,Bharm,9
3485,Billy Idol,Rebel Yell,83,10A,BPM: 83/166,9
3486,Billy Idol,White Wedding,145,10A,BPM: ~145,9
3487,Billy Idol,Shock To The System,84,10A,BPM: 84.575/169.15,9
3488,Billy Idol,Shangrila,116,10A,"Bphrdom, some Bphr",9
3489,Billy Idol,Venus,101,10A,Bblues,9
3490,Billy Idol,Then The Night Comes,132,10A,,9
3491,Bird and the Bee,Los Angeles,116,10A,,9
3492,Björk,Isobel,100,10A,"Bdr, some Emx",9
3493,Björk ft. Thom Yorke,I've seen it all,74,10A,BPM: 74/148; F#phr verses,9
3494,Black Dresses,MONEY MAKES YOU STUPID,135,10A,i don't feel it; Bphr,9
3495,Black Dresses ft. rirugiliyangugili,gutz,130,10A,"Bphr, some D#phr",9
3496,The Black Eyed Peas,Let's Get It Started / Let's Get Retarded,105,10A,,9
3497,The Black Eyed Peas,Meet Me Halfway,133,10A,,9
3498,The Black Eyed Peas,Meet Me Halfway At The Remix,130,10A,will.i.am Remix,9
3499,Black Eyed Peas,Meet Me Halfway,130,10A,Cyberdesign Remix,9
3500,The Black Eyed Peas,Alive,115,10A,,9
3501,Black Kids,Look At Me,125,10A,"When I Rock Wichoo; Bdr, F#min end",9
3502,The Bloody Beetroots & Greta Svabo Bech,Chronicles of a Fallen Love,125,10A,,9
3503,Blu Cantrell ft. Sean Paul,Breathe,92,10A,all we do is make up,9
3504,Bôa,Duvet,93,10A,,9
3505,Bob Marley,Could You Be Loved,103,10A,BPM: ~103,9
3506,Bodyrox ft. Luciana,Shut Your Mouth,126,10A,Bphr or Bloc,9
3507,Bomb Rush Cyberfunk,Leopard DaVinci & Louis 707 - Next To Me,121,10A,"doing it right; some Bphr, some C#dr",9
3508,Boney M.,Rasputin,125,10A,BPM: ~125,9
3509,The BossHoss,Do It,95,10A,Bblues,9
3510,Boys Noize,& Down,123,10A,dance,9
3511,Boys Noize,& Down,125,10A,"Teenage Bad Girl Remix; some F#phr, Emin end",9
3512,Boys Noize,Ich R U,113,10A,Justice Remix,9
3513,brakence,sauceintherough,77,10A,BPM: 77.5/155,9
3514,brakence,introvert,84,10A,BPM: 84/168,9
3515,Bran Van 3000,Loop Me,109,10A,,9
3516,Breakbot,Translight,123,10A,Bphr,9
3517,Britney Spears,Born To Make You Happy,84,10A,BPM: 84/168,9
3518,Britney Spears,Everybody,118,10A,,9
3519,BROCKHAMPTON,FAKE,126,10A,,9
3520,BROCKHAMPTON,DON'T SHOOT UP THE PARTY,96,10A,Bphrdom,9
3521,The Buggles,"Clean, Clean",161,10A,,9
3522,The Buggles,Johnny On The Monorail,166,10A,some C#min,9
3523,Bunny Hill,gupi - Menu,80,10A,BPM: 80/160; alternates between Bmin & Amin,9
3524,Burial,Etched Headplate,130,10A,,9
3525,Burial,UK,82,10A,BPM: 82/164,9
3526,Burial,Raver,124,10A,Bdr+40; marimba is Amin+20,9
3527,Busta Rhymes,As I Come Back,96,10A,"all over the track; Bphr, Fphrdom verse",9
3528,Busy.P ft. Mayer Hawthorne,Genie,104,10A,,9
3529,C2C,Arcades,91,10A,,9
3530,Calvin Harris,Merrymaking at My Place,114,10A,,9
3531,Calvin Harris,This Is The Industry,118,10A,,9
3532,Cameo,Candy,110,10A,,9
3533,Camila Cabello,Liar,99,10A,BPM: ~99,9
3534,Caparezza,Jodellavitanonhocapitouncazzo,99,10A,,9
3535,Captain Jack,Dream a Dream,140,10A,,9
3536,Cardi B ft. Megan Thee Stallion,WAP,76,10A,BPM: 76.5/133,9
3537,CARIBOU,You Can Do It,128,10A,,9
3538,carly rae jepsen,call me maybe,100,10A,SAINT PEPSI edit,9
3539,Caroline Polachek,Sunset,122,10A,,9
3540,Caroline Polachek,Crude Drawing Of An Angel,89,10A,,9
3541,Cash Cash,Overtime,115,10A,,9
3542,Cassius,Cassius 1999,134,10A,BPM: 134.5,9
3543,Cassius,Super Crush,134,10A,B~Cdr,9
3544,CeCe Peniston,Finally,120,10A,BPM: 120.5,9
3545,CeeLo Green,Bright Lights Bigger City,109,10A,it's alright; Bmpic,9
3546,CENTRAL CEE FT. LIL BABY,BAND4BAND,140,10A,,9
3547,CFCF,Nostalgic Body,85,10A,BPM: 85/170; inst,9
3548,CFCF,Model Castings,120,10A,,9
3549,CFCF,Self Service 1999,128,10A,inst,9
3550,Chace & Moksi,For A Day,124,10A,,9
3551,The Chainsmokers & Coldplay,Something Just Like This,103,10A,,9
3552,The Chainsmokers,Sick Boy,90,10A,,9
3553,Chance the Rapper ft. Knox Fortune,All Night,112,10A,,9
3554,"CHANCE THE RAPPER, KNOX FORTUNE",ALL NIGHT,112,10A,KAYTRANADA EXTENDED JOINT,9
3555,Charles & Eddie,Would I Lie To You,101,10A,BPM: ~101; Emx+20 verse,9
3556,Charli XCX,Roll with Me,138,10A,"say yeah; Bmin+30, some Bphr+30",9
3557,Charli XCX,White Roses,130,10A,,9
3558,Charli XCX ft. Dorian Electra and Mykki Blanco,Femmebot,130,10A,,9
3559,Charli XCX & Troye Sivan,1999,124,10A,,9
3560,Charli XCX & Troye Sivan,1999 [Easyfun Remix],136,10A,,9
3561,Charli XCX,Silver Cross,135,10A,,9
3562,Charli xcx,"Girl, so confusing",125,10A,,9
3563,Charli xcx,Girl so confusing featuring lorde,125,10A,"The girl, so confusing version with lorde",9
3564,Charlie Puth,L.U.V,100,10A,,9
3565,Chat Pile,Why,125,10A,BPM: ~125; 3/4,9
3566,The Chemical Brothers,Fuck Up Beats,122,10A,,9
3567,The Chemical Brothers,Life Is Sweet,124,10A,"Daft Punk Remix; Bmin-40, some G#min+40",9
3568,The Chemical Brothers,Loops Of Fury,120,10A,inst,9
3569,The Chemical Brothers,Chemical Beats,121,10A,Dave Clarke Remix,9
3570,The Chemical Brothers,It Doesn't Matter,129,10A,,9
3571,The Chemical Brothers,Diamond Sky,127,10A,Bblues+10,9
3572,The Chemical Brothers,Believe,132,10A,BPM: ~132; Bphr,9
3573,The Chemical Brothers,Eve Of Destruction,128,10A,Bdr,9
3574,The Chemical Brothers,Bango,126,10A,Cdr,9
3575,The Chemical Brothers,Got To Keep On,125,10A,Bdr,9
3576,The Chemical Brothers,Catch Me I'm Falling,114,10A,,9
3577,The Chemical Brothers,Nude Night,135,10A,,9
3578,Chris Lee (Li Yuchun),Only You,90,10A,,9
3579,City Girls ft. Cardi B,Twerk,95,10A,,9
3580,Clams Casino,Rune,75,10A,BPM: 75/150; inst,9
3581,Clarence Clarity,Alive In The Septic Tank,100,10A,Bharm,9
3582,The Clash,The Guns of Brixton,92,10A,BPM: ~92,9
3583,Clean Bandit ft. Demi Lovato,Solo,105,10A,,9
3584,clipping.,Change the Channel,145,10A,"Bphr, some Bmin",9
3585,Clipse,When The Last Time,99,10A,Bloc,9
3586,Coldplay,Trouble,139,10A,BPM: ~139,9
3587,Coldplay,Arabesque,86,10A,BPM: ~86,9
3588,Cortisa Star,Misidentify,144,10A,,9
3589,"Craig Mack ft. The Notorious B.I.G., LL Cool J, Busta Rhymes & Rampage",Flava In Ya Ear,90,10A,Remix; B~Cdr,9
3590,CrystalForce,Sunsong,130,10A,"chords are Bmin Fmaj, F#maj Bmin7",9
3591,CupcakKe,Deepthroat,98,10A,Bdr,9
3592,CupcakKe,Grilling N****S,75,10A,BPM: 75/150; grilling niggas; pianohop; Bphr,9
3593,Curtis Mayfield,Move on Up,142,10A,BPM: ~142,9
3594,Cyberpunk 2077,The Cartesian Duelists - Kill The Messenger,92,10A,"Rezodrone; inst; some Bphr, some Bmpic, some Bdr",9
3595,Cyberpunk 2077,Bacillus - Adaptive Manipulator,88,10A,"BPM: ~88/176; Tomb Mold; Bphr, some C#min",9
3596,Cyberpunk 2077,Hysteria - Scrum,128,10A,BPM: ~128/256; Totenmesse; Bphr,9
3597,Cyberpunk 2077,Bacillus - March 30,92,10A,BPM: ~92/164; Tomb Mold,9
3598,Cyberpunk 2077,Yamete - Frost,95,10A,Konrad OldMoney ft. Frawst,9
3599,Cyberpunk 2077,Gorgon Madonna - Metamorphosis,84,10A,BPM: 84/168; Yugen Blakrok; Bphrdom,9
3600,Cyberpunk 2077,Reviscerator - Glitched Revelation,140,10A,Procesor Plus,9
3601,Cyberpunk 2077,Yards of the Moon - Volcano The Sailor,130,10A,"Połoz; inst; Bdr-25, some Gdr-25",9
3602,Cyberpunk 2077,Yards of the Moon - IIOI Break,135,10A,Private Press; B~Cphr,9
3603,Cyberpunk 2077,Tar Hawk - Vascular,100,10A,Speed Dating ft. Horrid Charme; Bphr,9
3604,Cyberpunk 2077,Clockwork OS - Stackoverflow,128,10A,"Bret Autrey, Dos Era; Bphr",9
3605,Cyberpunk 2077,Big Machete - Barrio,92,10A,Konrad OldMoney ft. Frawst,9
3606,Cyberpunk 2077,Thai McGrath ft. JustCosplaySings - Afterlife,105,10A,,9
3607,Da Brat,Funkdafied,91,10A,,9
3608,DaBaby,BALL IF I WANT TO,140,10A,Bphr,9
3609,Daft Punk,Revolution 909,126,10A,BPM: 126.490,9
3610,Daft Punk,Burnin',129,10A,DJ Sneak Main Mix,9
3611,Daft Punk,One More Time,115,10A,Frenssu Remix,9
3612,Daft Punk,Aerodynamic,122,10A,BPM: 122.865,9
3613,Daft Punk,Aerodynamic,123,10A,Daft Punk Remix,9
3614,Daft Punk,aerodynamic,136,10A,onlytom 2019 remix,9
3615,Daft Punk,Superheroes,140,10A,BPM: 140.856; end is Dmaj,9
3616,Daft Punk,Ouverture,123,10A,,9
3617,Daft Punk,Musique,117,10A,BPM: 117.196,9
3618,Daft Punk,Human After All,136,10A,BPM: 136.244,9
3619,Daft Punk,Human After All,123,10A,"SebastiAn Remix; alternating Bmin & Dmin; 123, 120; BPM: 123, 120",9
3620,Daft Punk,Human After All,122,10A,"""Guy-Man After All"" Justice Remix",9
3621,Daft Punk,Human After All,130,10A,The Juan Mclean Remix,9
3622,Daft Punk,Human After All,136,10A,BPM: 136.5; Emperor Machine Version,9
3623,Daft Punk,Human After All,100,10A,ATOM Remix,9
3624,Daft Punk,Technologic,129,10A,Vitalic Remix,9
3625,Daft Punk,Steam Machine,92,10A,BPM: 92.15,9
3626,Daft Punk,Steam Machine,87,10A,BPM: 87.15; ATOM Remix,9
3627,Dan Bull,Robocopyright,104,10A,,9
3628,"Danny L Harle, DJ Mayhem",Interlocked,165,10A,,9
3629,Danzig,Mother,130,10A,BPM: ~130,9
3630,David Guetta ft. Sam Martin,Lovers On The Sun,125,10A,Bdr prechorus,9
3631,David Guetta ft. Akon,Sexy Bitch,130,10A,Sexy Chick,9
3632,David Guetta ft. Emeli Sandé,What I Did For Love,128,10A,,9
3633,Dax,APOCALYPSE,80,10A,BPM: 80/160,9
3634,De La Soul,A Roller Skating Jam Named Saturdays,115,10A,Bphr; verse 2 G#min,9
3635,deadmau5 & Kaskade,I Remember,128,10A,BPM: 128.003; chords are Bmaj Dmaj7 Gmaj7 F#maj Dmaj7 Gmaj7,9
3636,deadmau5,Complications,128,10A,inst,9
3637,deadmau5,clockwork,128,10A,"key constantly changing, -5 semitones every 4 bars; start and end are Bmin",9
3638,deadmau5 ft. Colleen D'Agostino,Seeya,111,10A,Bmpic,9
3639,deadmau5,Snowcone,98,10A,,9
3640,deadmau5,No Problem,110,10A,,9
3641,Dean Lewis,Waves,80,10A,BPM: ~80/160,9
3642,Dean Lewis,Stay Awake,106,10A,BPM: ~106,9
3643,Death Grips,Double Helix,77,10A,BPM: 77.5/155,9
3644,death's dynamic shroud,Messe de E-102,120,10A,,9
3645,DELTARUNE,Toby Fox - Hip Shop,97,10A,,9
3646,DELTARUNE Chapter 2,Toby Fox - Berdly,65,10A,BPM: 65.3/130.6/196; 3/4,9
3647,DELTARUNE Chapter 2,Toby Fox - Smart Race,150,10A,,9
3648,DELTARUNE Chapter 2,Toby Fox - Lost Girl,75,10A,BPM: 75/150,9
3649,DELTARUNE Chapter 2,Toby Fox - Deal Gone Wrong,61,10A,BPM: 61/122,9
3650,DELTARUNE Chapter 2,Toby Fox - Dialtone,130,10A,Bmpic-25; 3/4,9
3651,DELTARUNE Chapters 3+4,Toby Fox - Raft Ride,55,10A,"BPM: 55.3/110.6/166; Bblues, Eblues end; 6/8",9
3652,DELTARUNE Chapters 3+4,Toby Fox - Raise Up Your Bat,115,10A,BPM: 115/230; triplet swing,9
3653,DELTARUNE Chapters 3+4,Toby Fox - The distance between two,90,10A,,9
3654,Demi Lovato,Sorry Not Sorry,144,10A,,9
3655,DEMON,You Are My High,121,10A,,9
3656,"Denzel Curry, Kenny Beats",'Cosmic'.m4a,96,10A,BPM: ~96,9
3657,Destiny's Child,"Bills, Bills, Bills",128,10A,Bharm,9
3658,Digable Planets,Rebirth of Slick,98,10A,Cool Like Dat; Bphr,9
3659,Digitalism,"Yes, I Don't Want This",131,10A,A-Trak Remix; inst; Bphr,9
3660,Digitalism,2 Hearts,143,10A,,9
3661,Disclosure,Stimulation,129,10A,,9
3662,Dishwalla,Counting Blue Cars,100,10A,Dmaj chorus,9
3663,Disturbed,The Sound Of Silence,86,10A,BPM: 86/172,9
3664,Ditongo,Gattone,119,10A,it will be,9
3665,"Dizzee Rascal, Armand Van Helden",Bonkers,126,10A,,9
3666,Dizzee Rascal,Dirtee Disco,128,10A,,9
3667,"DJ Khaled ft. Drake, Rick Ross, Lil Wayne",I'm On One,75,10A,BPM: 75/150,9
3668,DJ Khaled ft. Drake & Lil Baby,STAYING ALIVE,130,10A,,9
3669,"DJ Re:Code, Fraxiom, RYL0",SuperPop!,88,10A,BPM: 88/174,9
3670,"DJ Re:Code, Fraxiom, RYL0",Knock Knock,105,10A,Bphr,9
3671,Doechii,Yucky Blucky Fruitcake pt2,77,10A,BPM: 77/154,9
3672,Doechii,BOILED PEANUTS,90,10A,Bphr,9
3673,Doja Cat,Boss Bitch [GRRL Remix]〔127BPM〕,127,10A,Bphr,9
3674,Don Toliver ft. CHARLIE WILSON & CASH COBAIN,ATTITUDE,77,10A,BPM: 77.5/155,9
3675,Dorian Electra,Live By The Sword,90,10A,Bharm,9
3676,Dorian Electra ft. Rebecca Black,Edgelord,80,10A,BPM: 80/160,9
3677,Dr. Dre ft. Snoop Dogg,Nuthin' But A G Thang,95,10A,,9
3678,"Drake ft. Lil Wayne, Tyga",The Motto,101,10A,,9
3679,Drake,Summer Sixteen,72,10A,BPM: 72/144; summer 16; Bharm+40,9
3680,Drake,Pop Style,132,10A,Bharm,9
3681,Drake ft. Lil Baby,Wants And Needs,135,10A,triplet,9
3682,Drumcorps,Headstrong and Heartfoolish,120,10A,,9
3683,Dua Lipa,Don't Start Now,124,10A,,9
3684,Dua Lipa,Don’t Start Now,115,10A,Kaytranada Remix,9
3685,Dua Lipa,Levitating,103,10A,,9
3686,Dua Lipa ft. Madonna and Missy Elliott,Levitating,116,10A,The Blessed Madonna Remix,9
3687,Dua Lipa ft. DaBaby,Levitating,103,10A,,9
3688,Dua Lipa,Dance The Night,110,10A,,9
3689,"Dubdogz, Bruno Be, GHOSTT ft. The Chain Gang of 1974",Sleepwalking,124,10A,,9
3690,Duck Sauce ft. Fuzzy Cufflinxxx,Clap Your Feet,133,10A,Bblues,9
3691,Duran Duran,INVISIBLE,114,10A,,9
3692,DZ Deathrays,Fixations,122,10A,,9
3693,DZ Deathrays,Fixations,122,10A,AL-P Remix,9
3694,DZ Deathrays,Like People,141,10A,BPM: ~141,9
3695,Eagles,Hotel California,74,10A,BPM: ~74,9
3696,Eartheater,Joyride,132,10A,gta,9
3697,Ed Sheeran,Bad Habits,126,10A,,9
3698,Ed Sheeran ft. Bring Me The Horizon,Bad Habits,131,10A,,9
3699,Ed Sheeran ft. Tion Wayne & Central Cee,Bad Habits,139,10A,Fumez The Engineer Remix,9
3700,Ed Sheeran,Shivers,141,10A,,9
3701,Electric Six,Danger! High Voltage,120,10A,Bblues,9
3702,Electric Six,Danger! High Voltage,123,10A,Soulchild Radio Mix; Bblues,9
3703,Empire Of The Sun,Standing On The Shore,128,10A,don't want to talk,9
3704,Empire Of The Sun,Standing On The Shore,131,10A,Losers Remix,9
3705,Empire Of The Sun,Standing On The Shore,128,10A,Hey Today! Remix; Bphr,9
3706,Erykah Badu,Honey,88,10A,,9
3707,Evanescence,Going Under,87,10A,BPM: 87.5/175; Bphr verses,9
3708,Eyedress,Jealous,103,10A,BPM: ~103/206; sped up version,9
3709,F1® The Movie,Tate McRae - Just Keep Watching,130,10A,,9
3710,f5ve,UFO,128,10A,Dorian Electra & Count Baldor Remix,9
3711,Faithless,Insomnia,127,10A,i can't get no sleep,9
3712,Fall Out Boy,"Dance, Dance",114,10A,BPM: ~114,9
3713,Fall Out Boy ft. Demi Lovato,Irresistible,83,10A,BPM: 83/166; Bdr,9
3714,Fatboy Slim,Acid 8000,130,10A,,9
3715,femtanyl,DOGMATICA,90,10A,"BPM: 90/180; Bmin+40, F#maj±0 bridge",9
3716,"femtanyl, zombAe",WORLDWID3,85,10A,"worldwide; Bdr, F#dr end; 85/170, 127; BPM: 85/170, 127",9
3717,"femtanyl, Danny Brown",M3 N MIN3,150,10A,"me and mine; Bblues, G#blues bridge",9
3718,Fergie ft. Black Eyed Peas,Get Your Hands Up,104,10A,"Bphr, verses could be Charm",9
3719,Fergie,Wake Up,90,10A,,9
3720,Fetty Wap ft. Remy Boyz,679,95,10A,,9
3721,Fifth Harmony,BO$$,103,10A,BOSS; michelle obama; do the nae nae; some Bblues,9
3722,Fivio Foreign ft. Polo G,Bop It,72,10A,BPM: 72.5/145,9
3723,FKA twigs,Lights On,75,10A,BPM: 75/150,9
3724,FKA twigs ft. Shygirl,papi bones,95,10A,,9
3725,FKA twigs ft. Daniel Caesar,careless,118,10A,,9
3726,Florence + The Machine,Spectrum,123,10A,Say My Name,9
3727,Florence + The Machine,Spectrum,126,10A,Say My Name; Calvin Harris remix,9
3728,Flume,3,85,10A,,9
3729,Flume ft. Kučka,Hyperreal,110,10A,Bdr,9
3730,Flume,Wormhole,135,10A,inst,9
3731,Flume,Daze 22.00,72,10A,BPM: 72.5/145; inst,9
3732,Flume ft. Virgen María,Only Fans,106,10A,F#phr verses,9
3733,Flux Pavilion ft. Childish Gambino,Do Or Die,145,10A,Edr drop,9
3734,Folie,A01 divi rot,155,10A,Bloc,9
3735,Foo Fighters,Rope,138,10A,,9
3736,Foo Fighters,Rope,128,10A,deadmau5 mix; Bharm,9
3737,Fortnite,Epic Games - Best Buds,76,10A,"BPM: 76/152; some C#min, Dmpic bridge, some some F#mx",9
3738,Fortnite,Tasty Bois - Runamok,109,10A,bring on the mayhem,9
3739,Foster The People,Don't Stop,133,10A,Bblues,9
3740,Frank Ocean,Pink Matter,60,10A,BPM: ~60/120,9
3741,FrankJavCee,So Damn Beautiful,87,10A,Frankmusik version,9
3742,Fraxiom,magic fountain,91,10A,BPM: 91.5/183,9
3743,"Fred again.., Romy, HAAi",Lights Out,133,10A,,9
3744,"Fred again.., Romy, HAAi",Lights Out,133,10A,HAAi Remix,9
3745,Free Refills,Libra,82,10A,BPM: 82/164,9
3746,Friday Night Funkin',Kawai Sprite - South,82,10A,BPM: 82.5/165,9
3747,Friday Night Funkin',Kawai Sprite - Pico,75,10A,BPM: 75/150,9
3748,Friday Night Funkin',Kawai Sprite - High,125,10A,,9
3749,Friday Night Funkin',Kawai Sprite - M.I.L.F.,90,10A,BPM: 90/180,9
3750,Friday Night Funkin',Kawai Sprite - Ugh,80,10A,BPM: 80/160; Bharm,9
3751,Frost Children,LAUGHINGLAUGHING,135,10A,B~Cblues maybe? idk about this one,9
3752,Frost Children,COUP,132,10A,like oh my god what the fuck who are you,9
3753,Frost Children,Stare At The Sun,120,10A,,9
3754,"Frost Children, Sebi",Right Back,147,10A,,9
3755,Frou Frou,Psychobabble,156,10A,triplet swing,9
3756,Gesaffelstein,Reset,95,10A,,9
3757,GFOTY,Poison,100,10A,"BPM: 100/200; drink it all up, i've been killing you all of this time",9
3758,Ghostbusters,Ray Parker Jr. - Ghostbusters,114,10A,BPM: 114.56; Bblues,9
3759,Gil Scott-Heron & Jamie xx,NY Is Killing Me,140,10A,inst,9
3760,girl in red,bad idea!,80,10A,BPM: ~80/160,9
3761,Glass Animals,Gooey,92,10A,BPM: ~92,9
3762,The Glitch Mob,Fortune Days,105,10A,,9
3763,Goo Goo Dolls,Iris,52,10A,"BPM: ~52/153; 3/4, some 4/4",9
3764,Gorillaz,Starshine,108,10A,BPM: ~108,9
3765,Gorillaz,Ghost Train,144,10A,Bblues end,9
3766,Gorillaz,Kids With Guns,106,10A,BPM: ~106.27; Bdr,9
3767,Gorillaz,Kids With Guns,115,10A,Hot Chip Remix,9
3768,Gorillaz,Kids With Guns,90,10A,Quiet Village Remix,9
3769,Gorillaz,Demon Days,125,10A,Bdr,9
3770,Gorillaz ft. Mick Jones and Paul Simonon,Plastic Beach,92,10A,some Bdr+25,9
3771,Gorillaz,White Light,155,10A,,9
3772,Gorillaz ft. Daley,Doncamatic,124,10A,,9
3773,Gravez,Youth,121,10A,,9
3774,The Greatest Showman,The Greatest Show,77,10A,Dmaj chorus,9
3775,Green Day,Hitchin' A Ride,163,10A,BPM: ~163; triplet,9
3776,Grimes,Kill V. Maim,133,10A,,9
3777,Grimes ft. Janelle Monáe,Venus Fly,128,10A,BPM: 128.4,9
3778,Grits ft. 2Pac & Xzibit,Ooh Ahh,99,10A,My Life Be Like; Remix,9
3779,Guapdad 4000 ft. Denzel Curry,Lil Scammer That Could,80,10A,BPM: 80/160,9
3780,Gucci Mane ft. Megan Thee Stallion,Big Booty,80,10A,BPM: 80/160,9
3781,Gunther & the Sunshine Girls,Ding Dong Song,132,10A,lalala,9
3782,gupi,Bananas!,120,10A,"Gwen Stefani remix; Bphr, Emin bridge",9
3783,gupi,Plymouth Simulation,85,10A,BPM: 85/170; inst,9
3784,Hall & Oates,Maneater,89,10A,BPM: ~89,9
3785,Halsey,Graveyard,92,10A,,9
3786,Halsey,You should be sad,111,10A,,9
3787,Hayden James & NAATIONS,Nowhere To Go,112,10A,,9
3788,Hayden Jason,19999,124,10A,,9
3789,Hikaru Utada,タイムリミット,105,10A,some G#min,9
3790,Hilary Duff,Stranger,124,10A,Bphr,9
3791,Hilary Duff,Sparks,122,10A,whistle,9
3792,The Hives,Tick Tick Boom,135,10A,Bblues,9
3793,Holidaykiss ft. Kuru,Abyss,93,10A,,9
3794,Hot Butter,Popcorn,135,10A,some Dlyd,9
3795,Hover,HIDEKI NAGANUMA - NEVER 4EVER,136,10A,forever,9
3796,Icona Pop,On A Roll,116,10A,Bdr,9
3797,IDLES,REIGNS,136,10A,,9
3798,Iglooghost,Super Ink Burst,88,10A,BPM: 88/176,9
3799,Iglooghost,Mei Mode,79,10A,BPM: 79/158; Bphr,9
3800,Iglooghost,Geo Sprite Exo,82,10A,BPM: 82/164,9
3801,Imagine Dragons,Radioactive,136,10A,BPM: 136.6; Bdr,9
3802,Imagine Dragons x J.I.D,Enemy,77,10A,BPM: 77/154; Bharm,9
3803,Imogen Heap,The Moment I Said It,88,10A,"BPM: 88/176; Bdr, some Bmin, some Bmx",9
3804,In This Moment,Blood,140,10A,"Bphr verse, Amin chorus",9
3805,In This Moment,Big Bad Wolf,140,10A,Bphr,9
3806,Ini Kamoze,Here Comes The Hotstepper,100,10A,BPM: 100.5; murderer; nanana,9
3807,Injury Reserve,Wax On Wax Off,79,10A,BPM: 79/158,9
3808,Injury Reserve,Three Man Weave,84,10A,BPM: 84/168; Bblues-30,9
3809,INNA,Nirvana,100,10A,,9
3810,Inner City,Good Life,120,10A,,9
3811,INXS,Original Sin,130,10A,BPM: ~130,9
3812,Iron Maiden,Prisoner,95,10A,"Bdr verses, Adr & Ephr prechous, Emaj chorus; ~95, ~108/216; BPM: ~95, ~108/216",9
3813,Italobrothers,Stamp On The Ground,150,10A,triplet swing,9
3814,J. Cole,G.O.M.D,128,10A,get off my dick,9
3815,J Dilla,Love Jones,107,10A,BPM: ~107,9
3816,Jackson and His Computer Band,Rock On,102,10A,,9
3817,James Bond: Diamonds Are Forever,Shirley Bassey - Diamonds Are Forever,96,10A,BPM: ~96,9
3818,James Bond: Quantum of Solace,Alicia Keys & Jack White - Another Way To Die,143,10A,,9
3819,Janelle Monáe ft. Erykah Badu,Q.U.E.E.N.,105,10A,Bdr,9
3820,Janet Jackson,Feedback,114,10A,,9
3821,Jason Derulo,Cheyenne,100,10A,,9
3822,Jay Rock,WIN,126,10A,,9
3823,"Jay Rock, Kendrick Lamar, Future, James Blake",King's Dead,165,10A,ladida; B~Cphr; end is C~C#phr ~137,9
3824,Jay Sean ft. Lil Wayne,Down,132,10A,,9
3825,JAY-Z,Lucifer,85,10A,BPM: ~85/170; Bharm,9
3826,Jay-Z ft. Kanye West,The Bounce,96,10A,B~Cphr,9
3827,"JAY-Z, Kanye West",That's My Bitch,110,10A,"Bphr, Bmin chorus",9
3828,"JAY-Z, Kanye West",Primetime,85,10A,BPM: 85/170,9
3829,jedwill1999 & peter kuli,ok boomer,130,10A,,9
3830,jedwill1999,OKboomer,80,10A,BPM: 80/160; ok boomer; umru remix,9
3831,Jellyfish,Ignorance is Bliss,137,10A,"princess toadstool; some D#min; 137, 150, 3/4 53.3/106.6/160; BPM: 137, 150, 3/4 53.3/106.6/160",9
3832,Jessie J,Burnin' Up ft. 2 Chainz,124,10A,Bblues,9
3833,Jessie Ware,Running,95,10A,,9
3834,Jessie Ware,Running,125,10A,Disclosure Remix,9
3835,Jessie Ware,Spotlight,115,10A,,9
3836,Jessie Ware,In Your Eyes,83,10A,BPM: 83/166,9
3837,Jet Set Radio Future,Hideki Naganuma - Teknopathetic,80,10A,BPM: 80/160,9
3838,Jennifer Lopez,If You Had My Love,94,10A,,9
3839,Jennifer Lopez ft. Ja Rule,I'm Real,83,10A,BPM: 83/166; Murder Remix,9
